id;aluno_id;avaliacao_id;nota
4873;202;84;4.3
4874;315;20;1.7
4875;1665;80;6.19
4876;1922;49;8.27
4877;2355;82;6.94
4878;600;10;7.57
4879;1337;35;3.06
4880;2595;60;1.45
4881;2710;42;5.1
4882;2889;37;0.53
4883;1078;77;7.4
4884;2899;70;9.43
4885;1510;75;9.9
4886;181;90;1.54
4887;3029;16;1.4
4888;1625;89;7.39
4889;2735;55;2.8
4890;1230;40;3.73
4891;1549;69;6.91
4892;431;88;7.28
4893;1194;50;8.73
4894;2462;19;9.29
4895;2725;17;6.35
4896;52;12;4.66
4897;1240;56;5.84
4898;3061;60;0.11
4899;1696;87;3.78
4900;2475;45;6.87
4901;2931;52;2.36
4902;1956;39;2.89
4903;2961;36;4.93
4904;2313;56;8.98
4905;2440;63;2.49
4906;1412;54;5.84
4907;2362;59;5.87
4908;1418;34;1.26
4909;34;76;2.95
4910;383;84;3.99
4911;1000;56;6.03
4912;587;19;7.3
4913;2849;65;0.32
4914;337;13;8.64
4915;1978;47;2.0
4916;708;49;7.16
4917;3095;33;9.03
4918;723;88;6.64
4919;306;99;9.64
4920;1419;58;1.86
4921;950;94;8.55
4922;1835;12;3.03
4923;1048;37;4.44
4924;1237;6;3.85
4925;67;95;5.5
4926;1481;26;6.24
4927;2730;44;8.54
4928;2054;69;1.11
4929;1045;44;5.42
4930;2750;29;3.75
4931;1855;62;3.8
4932;2334;82;7.36
4933;2415;69;8.48
4934;583;7;6.15
4935;1787;9;9.74
4936;1296;44;2.66
4937;2448;93;5.03
4938;1611;66;0.85
4939;2763;97;9.5
4940;2866;59;9.62
4941;37;19;8.02
4942;1683;7;2.97
4943;2352;59;8.19
4944;2330;12;5.85
4945;2624;91;5.38
4946;2251;94;2.56
4947;1390;19;9.31
4948;1304;16;0.27
4949;1237;3;4.89
4950;528;36;0.89
4951;531;20;7.28
4952;1392;38;3.7
4953;1507;26;0.28
4954;2156;13;1.23
4955;739;88;5.13
4956;2266;28;7.74
4957;2694;80;0.71
4958;238;82;1.39
4959;637;32;9.38
4960;2064;37;2.75
4961;1004;62;6.39
4962;2709;17;4.78
4963;570;19;6.1
4964;1018;47;6.78
4965;2266;90;4.11
4966;1417;24;1.1
4967;3073;78;8.13
4968;456;19;3.82
4969;824;82;0.5
4970;1816;38;6.4
4971;656;16;5.42
4972;141;36;8.54
4973;745;75;1.41
4974;118;34;9.63
4975;1369;26;4.43
4976;1009;84;7.76
4977;2868;69;5.81
4978;1174;73;4.12
4979;2656;41;3.87
4980;1193;27;0.7
4981;614;19;6.55
4982;1288;18;8.38
4983;561;69;7.25
4984;1000;51;5.84
4985;1549;61;0.19
4986;2218;13;4.54
4987;1449;65;1.61
4988;3025;65;6.26
4989;1851;73;7.98
4990;632;3;6.15
4991;1649;81;5.19
4992;2460;74;0.38
4993;2820;65;1.51
4994;1414;59;7.24
4995;2272;57;7.49
4996;1294;96;6.63
4997;484;41;1.09
4998;651;58;8.85
4999;2003;53;1.46
5000;3084;78;3.94
